Name,Address,SIPS_URL,Website,Latitude,Longitude,SIPS_COCKTAILS,SIPS_WINE,SIPS_BEER,SIPS_HALFPRICEDAPPS,RW_PHOTO
Vinyl,"215 S 15th St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#vinyl,https://www.vinylphilly.com,39.94823896,-75.16612196,"Watermelon Sugar High - Hornitos Blanco Tequila, Cucumber, Watermelon Lemonade, Mint","Pinot Grigio
Pinot Noir",Michelob Ultra,"$7 SNACKS
BACON WRAPPED STUFFED DATES
BLISTERED SHISHITO PEPPERS
ROASTED BRUSSELS SPROUTS
SUMAC ROASTED CARROTS

$9 BITES
BACON JAM TOAST goat cheese . nuts
AVOCADO TOAST salsa . aleppo
BEEF BURGER SLIDERS
CRISPY CHICKEN SLIDERS
DAILY FLATBREAD",https://centercityphila.org/uploads/attachments/clwky1bwh2v9x3xqddwrhbski-vinyl-philadelphia-photojpg.1327.0.5316.5316.full.jpg
Walnut Garden,"1708 Walnut Street, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#walnut-garden,https://www.walnutphl.com,39.9497057,-75.16965875,"A Walk in the Park - Hornitos Tequila, Strawberry, Watermelon & Lime",Pinot Grigio,Walnut Garden Lager,"Garlic Butter Soft Pretzels Nuggets $4 
Fried Cheese Curds $5",https://centercityphila.org/uploads/attachments/cliizs5yt7lnr0vqdxxdbxf19-walnut-garden.912.0.2832.2832.full.jpg
Wicked Wolf,"1214-1216 Chestnut St., Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#wicked-wolf,http://wicketwolfphiladelphia.com,39.9502276,-75.1587292,"Hornitos Paloma- Hornitos, grapefruit soda, fresh lime juice",All wine,All beer & seltzers,All starters on menu,https://centercityphila.org/uploads/attachments/cliavbqj5700twnqddr8rk9xb-wickedwolf-day1-128.1245.0.5351.5351.full.jpg
Wrap Shack,"112 S 11th St., Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#wrap-shack,http://wrapshackpa.com,39.94972645,-75.15892267,"Margarita- Hornitos Tequila, agave, sour mix, lime
Strawberry Margarita- Hornitos Tequila, agave, sour mix, strawberry, lime",Rose,Yards IPA,"$5 Mozzarella sticks 
$6 Chips & salsa 
$8 2 Cajun Shrimp tacos",https://centercityphila.org/uploads/attachments/cjhrpskmz00b43mqdc7wnjsiv-wrapshack-21.734.0.3663.3663.full.jpg
Yakitori Boy,"211 N 11th St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#yakitori-boy,http://www.yakitoriboy.com,39.955961,-75.1572716,"Lychee Martini - Vodka, Lychee, Juice, Club Soda, Fresh, Lychee Fruit 
Lavender Margarita - Hornitos Blanco Tequila, Creme De Violette, Lavender Syrup, Fresh Lime & Splash of Sour 
Spicy Dragon Fruit Margarita - Hornitos Blanco Tequila, Dragon Fruit Puree, Infused Jalapeno Syrup, Fresh Lime & Sour, Garnish with Lime & Jalapeno 
Whiskey Boy - Whiskey, Aperol, Fresh Lime Juice, Cherry Bitters","Cabernet Sauvignon 
Merlot 
Pinot Noir 
Chardonnay 
Pinot Grigio 
White Zinfandel","Miller Lite (Bottle) 
Yards Brawler (Bottle) 
Michelob Ultra (Can) 
Yuengling Lager (Draft)","Hot Food 
Spicy Garlic Edamame | $5 
Pork Buns (2pc) | $6 
Seasoned Tots | $6 
Veggie Spring Roll | $3 
Pork Gyoza | $5 
Fried Chicken Wings | $7 
Skewers | $2 Choose from: Corn, Ribeye, Chicken, Broccoli, Pork Belly, Bacon & Quail Egg or Sausage & Broccoli 
SUSHI/ RAW 
Sushi Taco (pick 3) | $12 
Shrimp Tempura, Spicy Tuna, Lobster Salad, Salmon Avocado, Veggie 
(osinko, cucumber, avocado & crunch) 
Spicy Crispy Tuna Bites | $ 7 
(fried sushi rice, spicy tuna, jalapeno, tobiko, avocado & eel sauce) 
Mini Poke Bowl | $6 
Soft Shell Shrimp Roll | $9 
Sushi | $3  (4pc per roll) 
Philly Roll, Green Roll, Boston Roll, Spicy Crab Roll, California Roll, Shrimp Tempura Roll, Sweet Potato Roll",https://centercityphila.org/uploads/attachments/cj7lxlisw04pjioqdpiy3dyqg-yakitori-boy.66.0.1481.1481.full.jpg
1225 Raw Sushi and Sake Lounge,"1225 Sansom St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#1225-raw-sushi-and-sake-lounge,https://1225rawnledas.com,39.94977845,-75.16082182,"Raw Crush - House Vodka, Triple Sec, Orange Juice, Sprite
Raw's Sunrise - Hornitos Tequilla, Pineapple Juice, Orange Juice, Grenadine
Rosey Sunset - House Gin, Lemon Juice, Raspberry Liquor, Cranberry Juice, Simple Syrup
Haku's Water - Coconut Rum, House Spiced Rum, Lime Juice, Pineapple Juice, Blue Curacao","House Red Cabernet
House White Pinot Grigio","Miller Lite
Heineken
Corona","Edamame $6, Shishito Peppers $7, Tortilla & Guac $6, Kimchi Fried Rice $7, Pork Belly Bao Bun $6 (1pc), Capital Roll $6, California Roll $6, Spicy Tuna Roll $6, Salmon Avocado Roll $6, Avocado Cucumber Roll $6",https://centercityphila.org/uploads/attachments/cj2lxzkgb00ra9vqdkiq45v7e-image1.0.174.1447.1447.full.jpg
13 Patio,"1201 Market St., Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#13-patio,http://philadelphiamarriottdowntown.ipoolside.com,39.952543,-75.16060408,"Pineapple Frizz- Hornitos | Pineapple Juice| Simple Syrup | Club Soda & Lime
Blue Cosmo - Vodka | Blue Curacao | Lime Juice | Simple Syrup
Strawberry Spicy Margarita - Hornitos | Lime Juice | Agave Nectar | Fresh Jalapeno | Strawberries 
Blush Sangria - Blush Wine | Triple Sec  | Lime Juice |Simple Syrup |  Vodka  | Berries & Oranges","Woodbridge Chardonnay
Woodbridge Cabernet Sauvignon","Coors Light
Bud Light
Miller Light
Michelob Ultra","Deep Fried Chickpeas  $4
Scallions | Furikake Seasoning Grilled Lemon
Everything Pretzels $7                 
Horseradish Dill Cream Dip | Breakfast Radish Persian Cucumbers | Heirloom Carrots | Maldon Salt Crushed Pink Peppercorns
         
Kennett Square Mushroom Flatbread $7 
Truffle Tremor Cheese | Onion Jam | Radish | Arugula 
“Divine” Chicken and Waffles $7
Nashville Style Chicken | Liege Waffle | Whistle Pig Syrup
 Boozy Sorbet Flight $9              
 Macarons | 3 Seasonal Sorbets",https://centercityphila.org/uploads/attachments/cljxagw2g8wllypqdpgvc48a0-mc-phldt-13-outdoor-patio-11462.450.0.1800.1800.full.jpg
1518 Bar and Grill,"1518 Sansom St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#1518-bar-and-grill,http://www.1518barandgrill.com,39.950239,-75.16664344,"Mexican Mule - 2oz Hornitos Tequila, 1oz lime juice, topped with ginger beer, served on the rocks","Pinot Grigio
Chardonnay
Merlot","Millerlite
Budweiser
Kenzinger
Coorse light","All $7:
Mac and Cheese
MeatBalls
Hummus
Chicken Tenders
Wings",https://centercityphila.org/uploads/attachments/cl2qamwd205ulwdqduy6dgcio-1518-bar-n-grill.0.491.1773.1773.full.jpg
Air Grille at Dilworth Park,"1 S 15th St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#air-grill-garden-dilworth-park,http://dilworthpark.org/dining,39.9531741,-75.1646835,"Strawberry Kiwi Margarita - Triple Sec, Lime Juice, Strawberry and Kiwi Nectar, Hornitos Tequila
Maker's Sunrise - Ice Tea, Whiskey
Orange Creamsicle Fizz - Orange Seltzer, Vanilla Cream Soda, Vodka","Red Wine
White Wine","SIPS Summer Splash
76 & Sunny - Tropical Session IPA","Hot Dog
Cheddar Bacon Broccoli Bites
Cheesesteak Eggrolls (3)
Chicken Tenders and Fries
Crinkle Cut Fries (add cheese sauce +2)",https://centercityphila.org/uploads/attachments/cl2g6kk37akpv01qdtay8rjw1-22-dilworth-rollerrink-grandopening-161.225.0.798.798.full.jpg
aMuse,"1421 Arch St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#amuse,http://amusephiladelphia.com,39.95493585,-75.16416239,"Mexican Mule ( Hibiscus Ginger Beer+ Ginger Beer+ lime Juice+ Simple Syrup + Hornitos Tequila)
Summer Love ( Lemon Vodka + Ginger Liqueur + Lemon + Simple Syrup)
Day Dreamin ( Bourbon+ Aperol + Mine Liquor + Lemon)
Red and White Sangria",Backhouse Wines and Trinity Oaks Wine,"Coors Light
Michelob Ultra
Yuengling Larger
Corona,","Chicken or Buffalo Egg Rolls with Ranch or Siracha Ketchup
Hummus Platter ( Grilled Pita and Crudité)
Giant Pub Pretzel with Stoney Brown Mustard and Honey Mustard
Rocky Wings with blue cheese or Ranch ( choice of Plain, Buffalo, BBQ)
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/uploads/attachments/clwrv58g337ao3xqd5lzfz8tc-md-phlmd-merphlmdre-217787.995.0.3590.3590.full.jpg
ArtBar at Sonesta Hotel,"1800 Market St, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#artbar-at-sonesta-hot,https://www.sonesta.com/sonesta-hotels-resorts/pa/philadelphia/sonesta-philadelphia-rittenhouse-square#hoteldetails_dining,39.9530129,-75.1701856,"Hornitos Paloma - Refreshing beverage with ""Hornitos Tequila"" combined with fresh ruby red grapefruit juice, simple syrup, club soda, garnished with a grapefruit wedge and rosemary sprig.

Hornitos Margarita - Classic margarita with ""Hornitos Tequila"", triple sec and lime juice, your choice of (sugar or salt), garnished with a lime.","Collier Creek (Cabernet Sauvignon)
Joel Gott (Sauvignon Blanc)","All Drafts (Michelob Ultra, Modelo Especial, Yards IPA, Samuel Adams Seasonal)","Small Plates - Classic Caesar Salad, Strawberry Cobb Salad, Mango Habanero Spiced Pretzels, Hummus Trio, Java-Spiced Loaded Tater Tots, Pimento Cheese Deviled Eggs, Grilled Chicken Wings, Angus Sliders, Shrimp PO'BOY, Charcuterie Board

Sweets- Sweet Bites for Two - Les Chouchous/Mango & Passion Fruit, Nutty Caramel Vanilla, Pistachio & Chocolate, Chocolate, Raspberry, Black Current & Vanilla
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/uploads/attachments/cl3udmic40p8jvsqd2mkq01l5-artbar.205.0.782.782.full.jpg
Attico Rooftop,"219 S Broad Street, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#attico-rooftop,http://www.atticorooftop.com,39.94879405,-75.16456372,"Blood Orange Margarita - Hornitos resposado tequila, blood orange, lime, orange liqueur
Strange Love - Fortified white wine, hibiscus-rose, white peach
Some Girls - Vodka, watermelon-basil, ginger, lime, soda","Pinot Grigio - Cielo, Italy
Pinot Noir - Cielo, Italy
Sparkling
Brut - Fete D'or, France
Brut Rose - Fete D'or, France","New Trail Lager - Light lager, PA, 4.8%
Warsteiner Pils - German pils, Westphalia, Germany, 4.8%","SHRIMP COCKTAIL        $3 EACH
calabrian chili & lemon (gf)
OYSTERS        $2 EACH
daily selection (gf)
CHEESE BOARD          $12
selection of 3 cheeses, preserves, 
mustards, & grilled bread (vg)
CRISPY FRIED CHICKEN SANDWICH   $8
martin’s bun, pickles, shaved lettuce, 
fancy sauce
SPICY FRIED CHICKEN BITES        $8
house hot sauce, crispy garlic, truffle ranch
ATTICO BURGER        $8
black angus beef, fontina cheese, 
shallot jam, aioli
ATTICO BURGER DELUXE        $12
double black angus beef patty, thick cut bacon, fontina cheese, shallot jam, black truffle aioli
MAINE LOBSTER TAIL        $12
SALAD SANDWICH
grilled and chilled lobster tail, lemon-saffron dressing on a buttered toasted martin’s bun
FRIES        $5
house herb seasoning",https://centercityphila.org/uploads/attachments/ciyahjvr50iafu5qdu5tzls7x-restaurant-week-sips-filler-image.0.0.720.720.full.jpg
Bank and Bourbon,"1200 Market St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#bank-and-bourbon,http://bankandbourbon.com,39.9515897,-75.160309,,,,,https://centercityphila.org/uploads/attachments/cji3g9qb9006sebqd43ekn7rf-bank-bourbon.126.0.460.460.full.jpg
Bar Bombon,"133 S 18th St, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#bar-bombon,http://barbombon.com,39.950618,-75.1704475,,,,,https://centercityphila.org/uploads/attachments/cj22c1xd20dnnqzqd5abq5s91-bombon.0.138.560.560.full.jpg
Bar Lesieur,"1523 Sansom St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#bar-lesieur,https://www.barlesieur.com,39.95045235,-75.16619876,"Passion Fruit Paloma - Hornitos Tequila, Lime, Grapefruit Soda, Passion Fruit
Hotel Provencal - Rum, Pineapple, Nectarine Liqueur","Sauvignon Blanc
Rose",Pilsner,"Cheeseburger 7
Salmon Tartare 6 
Ham Bahn Mi 7
Beef Tartare 7 
Mushroom Toast 6
Croquettes 6
Mac & Cheese 6
Fries 5",https://centercityphila.org/uploads/attachments/clrl5413z2mp93oqdwjszd6fd-barlesieur-rw.140.0.560.560.full.jpg
Bar-Ly Chinatown,"101 N. 11th St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#bar-ly-chinatown,http://www.Bar-Ly.com,39.9541459,-75.1576212,"Hornitos Margarita
Lychee Lagon",Chardonnay & Cabernet,"Dog Fish 60 minute
Coors Light
Kona Big Wave",Cheese pizza & Cheesesteak Spring Rolls,https://centercityphila.org/uploads/attachments/cj2gg61vu033yezqd8hdejxrk-header3.219.0.1365.1365.full.jpg
Barbuzzo,"110 S 13th St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#barbuzzo,http://www.barbuzzo.com,39.9500257,-75.1620492,"Midtown Punch - Hornitos blanco, pomegranate, aperol, summer citrus","Pinot Grigio
Pinot Noir",Rotating local selection,"Mediterranean Olives
Whipped Ricotta
Roasted Beet Salad
Spring Pea Arancini",https://centercityphila.org/uploads/attachments/ciu4h3b220013qgqdvncgy6z5-barbuzzo.178.0.1084.1084.full.jpg
Barra Rossa,"929 Walnut St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#barra-rossa,http://www.barrarossa.com,39.9485669,-75.157268,"Jefferson Lemonade  - Vodka, Lemon Juice, Blueberry Purée 
Strawberry Margarita  - Hornitos Tequila, Triple Sec, Lime Juice, Strawberry Purée 
Raspberry Lemon Drop - Vodka, Raspberry Liqueur, Lemon Juice, Simple Syrup 
Red or White Sangria","Pinot Grigio 
Chardonnay 
Merlot 
Pinot Noir",All bottled beer,"Calamari - Crispy Fried, Sliced Banana Peppers, Roasted Garlic Aioli, Spicy Marinara 
Bruschetta - Diced Tomatoes, Garlic, Basil, Extra Virgin Oil, Aged Balsamic, Toasted Crostini 
Spinach artichoke dip - Fresh Sautéed Spinach, Artichoke Hearts, Asiago, Parmigiano Reggiano, Mozzarella, Cream, Crostini 
Margherita pizza - Basil, Fresh Mozzarella, Marinara 
Special red pizza - Sausage, Meatballs, Pepperoni, Diced Tomato, Mozzarella, Marinara 
  Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/uploads/attachments/civfo7y7800tompqdm5o8vp2t-lightroom5.35.3.840.840.full.png
Barstool Sansom Street,"1213 Sansom St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#barstool-sansom-street,http://barstoolsansomstreet.com,39.94975922,-75.16066741,Hornitos and Flavored Redbulls,House Pinot Grigio,Victory Prima Pils,"Mozzarella sticks
Cheesesteak Egg Rolls
Fries",https://centercityphila.org/uploads/attachments/cliqfaygi7jprjnqddhi1ctuc-barstool-interior.310.1.594.594.full.png
The Black Sheep,"247 S 17th St, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#the-black-sheep,http://www.theblacksheeppub.com,39.94857067,-75.169281,Hornitos Paloma,"Pinot Grigio
Cabernet","Yards PPA
Fiddlehead White
Carlsberg","Mac and Cheese
Cheesesteak Spring Rolls
Hummus
Calamari
Garlic Fries
Tater Tots",https://centercityphila.org/uploads/attachments/cj2rx4ex202a28dqdrgeq6dsn-black-sheep-exterior.35.651.797.797.full.jpg
Bodega Taco Bar,"1223 Walnut Street, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#bodega-taco-bar,https://www.bodegaphilly.com,39.9492512,-75.16162224,"Margarita - Flavors: Regular, Blood Orange, Strawberry, Spicy, Mango
Mojito
Mimosa Sunrise","Vinho Verde
Malbec Vinho Roja",Tecate,"Steak Skewers
Shrimp Skewer
Chicken Skewers
Pork Skewers
Guac & Chips
Queso & Chips
Veggie Empanadas
Buffalino Wings
Calamari",https://centercityphila.org/uploads/attachments/clvqxlpfa1o5rydqd8y6tf068-bodega.0.504.3024.3024.full.jpg
Brü Craft & Wurst,"1318 Chestnut St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#brü-craft-wurst,http://www.bruphilly.com,39.9505942,-75.1625219,Hornito's Spicy Mango Margarita,"House Red 
House White 
House Rose","Paulaner Pils
Hofbrau Original
Rotating IPA","$5 Snacks: 
Bavarian Pretzel
Cheese Curds
Fried Pickles
$8 Bites
Wurst Sandwhich 
Buffalo Cauliflower
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/uploads/attachments/cj2m04bvn01hka1qde1iyts1w-bru-exterior.612.70.1444.1444.full.jpg
Bud & Marilyn's,"1234 Locust St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#bud-marilyns,http://www.budandmarilyns.com,39.94778484,-75.16182389,"Mexican Mule - Hornitos blanco, lime juice, ginger beer","Pinot Grigio
Pinot Noir",Rotating local selection,"Cheese Curds
Street Corn Hummus
Nashville Buns
Pork Belly Buns
Teriyaki Buns",https://centercityphila.org/uploads/attachments/ciu6yu7m1002jqjqdvbswz6sm-img-9928.0.936.3744.3744.full.jpg
Butcher Bar,"2034 Chestnut St, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#butcher-bar,http://www.butcherbarphilly.com,39.9521242,-75.174893,"Miura - Hornitos reposado, tropical fruit, lime, spiced simple.","Red Zinfandel 
Pinot Grigio",Love City Lager,"$5 Black Truffle Grilled Cheese
$6 Baby back Pork Ribs
$7 Beef Sliders
$8 Wagyu Hotdog",https://centercityphila.org/uploads/attachments/cj3kf740600ctnxqdyui7uxu3-butcher-front.0.0.960.960.full.jpg
Capriccio Café and Bar,"110 N 16th St, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#capriccio-café-and-bar,http://capricciocafe.com,39.95543595,-75.16650035,,,,,https://centercityphila.org/uploads/attachments/cj3kjww9x00b8qwqd5ptl1ors-dsc0206-web.265.27.925.925.full.jpg
Caribou Café,"1126 Walnut St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#caribou-café,https://cariboucafe.com,39.948647,-75.16027062,,,,,https://centercityphila.org/uploads/attachments/cj1xxsnj601vrg9qdqji0rb2i-img-2627.160.0.480.480.full.jpg
The Cauldron Philly,"1305 Locust St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#the-cauldron-philly,https://thecauldron.io/philly,39.94822305,-75.16258979,"The Blob - Hornitos tequila blanco, italicus, blue curacao, lime.
Big, Blue, Bold. It's coming to get you!
The Cauldron Truth Serum - Cucumber and citrus infused gin, fresh lime, elderflower liqueur, simple.
Seasonal Espresso Martini - Vodka, Coffee Liqueur, Housemade Espresso, Simple.","Cabernet
Chardonnay
Pinot Grigio
Pinot Noir","Peroni
Yards Pale Ale
Mango Cart","Proper Chips
Pigs in a Blanket
Crispy Brussel Sprouts
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/uploads/attachments/clvl2j9qp1gj5wpqd27bqs7tq-img-0644.504.0.3024.3024.full.jpg
Cavanaugh's Rittenhouse,"1921 Sansom Street, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#cavanaugh-s-rittenhouse,http://www.cavsrittenhouse.com,39.95123022,-75.17248231,"Paloma
Tequila Soda",All House Wines,Michelob Ultra,"Mozzarella Sticks
Pierogies
1/2lb Nuggets",https://centercityphila.org/uploads/attachments/clj77hplc83emomqdvqjwum6h-cavanaughs-rittenhouse-interior.1210.0.4480.4480.full.jpg
Chris' Jazz Cafe,"1421 Sansom St, Philadelphia, PA 19110",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#chris-jazz-cafe,http://www.PhillyJazz.com,39.9503498,-75.16537,"Mexican Lime Mule (Hornitos), Hornitos Margarita","Cielo Pinot Grigio
Kaleu Cabernet Sauvignon
Kaleu Merlot",Coors Banquet Draft Beer,"$5 Snacks:
Mac & Cheese - Butter Bread Crumb and Parsley
Truffle Parmesan Fries
Tater Tots - With Homemade Fried Long Hot Aioli
Chicken Spring Rolls - With Wasabi Dijon and Soy Cucumber
Cheesesteak Eggroll - With Sriracha Ketchup
Asian Pork Tacos - With Tide Water Cole Slaw
Fried Mozzarella Triangles - With Marinara Sauce
Chicken Parmesan Pizza",https://centercityphila.org/uploads/attachments/clvqye5ea1ogt3xqdk1v2iiu8-social-bar.131.0.781.781.full.jpg
City Tap House Logan Square,"2 Logan Square, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#city-tap-house-logan-square,http://citytaphouselogan.com,39.9557354,-75.16978278,"Margaritas 
U-Call-Its",Select Wine,Select Drafts,"Cheese Bread 
Pepperoni Pockets
Mushroom Flatbread
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/uploads/attachments/cl4r5bcqp025ms5qdxa5pzduk-citytaplogan2.504.0.3024.3024.full.jpg
Con Murphy's Irish Pub,"1700 Ben Franklin Pkwy, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#con-murphy-s-irish-pub,http://www.conmurphyspub.com,39.9556532,-75.16821888,"Blueberry Lemonade
Hornitos Tajin Paloma","Pinot grigio
Malbec","Rotating Victory Draft
Rotating craft can","Grouper bites
Pretzel sticks
Spicy tomato dip & garlic naan",https://centercityphila.org/uploads/attachments/ckosqvaxi17smejqdkl0eolzo-rw-con-murphy.4.0.650.650.full.png
Continental Midtown,"1801 Chestnut St, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#continental-midtown-2,https://continentalmidtown.com,39.9518174,-75.1704471,"Cosmo Spacely: Citrus vodka, triple sec, white cranberry
Frozen Appletini: Vodka, Apple Liqueur, sage
Cosmic Paloma: Hornito’s Reposado, cosmic sherbet, lime citrate","House Rose
House Red
House White",Outlaw Mile Hi Lite Lager,"Corn Fries: Corn-chickpea fries, Chili-lime Mayo
Brussels sprouts: roasted garlic yogurt
Edamame: yuzu salt
Pork Tacos: Korean BBQ Sauce
Cheesesteak Eggrolls: sriracha ketchup",https://centercityphila.org/uploads/attachments/cjklggywn00hxtvqd910zdnmy-the-continental-midtown-photo-by-m-fishetti-for-visitphiladelphia.1012.0.4680.4680.full.jpg
Darling Jack's Tavern,"104 South 13th Street, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#darling-jack-s-tavern,http://www.darlingjacks.com,39.9496853,-75.1618744,"Blood Orange Margarita - Hornitos blanco, blood orange puree, orange, lime","Chardonnay
Cabernet",Rotating local selection,"Peas + Ricotta
Spring Salad
Coal Grilled Asparagus
Latkes + Smoked Trout",https://centercityphila.org/uploads/attachments/clkx6hj29a2jcm8qdlqh6mftj-darling-jacks-interior-bar-credit-jason-varney.397.0.2001.2001.full.jpg
Devil's Alley,"1907 Chestnut St, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#devil-s-alley,http://www.devilsalleybarandgrill.com,39.9521305,-75.17220075,Strawberry Margarita,"House Red
House White",Rotating Local Draft,"Spicy Dry Rub Wings
Fried Green Tomato
Crispy Brussels Sprouts
Sweet Potato Ribbon Chips
Cheesesteak Eggroll
Pulled Pork Sliders",https://centercityphila.org/uploads/attachments/ciyga8ns40jbku5qdoxvs5ybn-devilsinterior.0.0.960.960.full.jpg
Devon Seafood Grill,"225 S 18th St, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#devon-seafood-grill,http://www.devonseafood.com,39.9492304,-75.17026505,,,,,https://centercityphila.org/uploads/attachments/cj62h6q8400o2p7qdw2vm1ct6-devon-rw.64.24.971.971.full.jpg
Dim Sum House by Jane G's,"1930 Chestnut St, Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#dim-sum-house-by-jane-g-s,http://dimsum.house,39.95182435,-75.17332662,"Hornitos Peach Margarita
Hornitos Classic Margarita",House Red & House White,Bud Light,"Steamed Edamame
Pork & Shrimp Sui Mai
Chicken Dumplings
Vegetable Dumplings
Shrimp Dumplings",https://centercityphila.org/uploads/attachments/cl3udrkgz0p3wu2qdj5lllowm-dimsumhouse.98.0.973.973.full.jpg
Dolce Italian,"1437 Chestnut Street, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#dolce-italian,http://www.dolceitalianrestaurant.com/location/philadelphia,39.95103294,-75.16462357,"Italian Paloma - Hornitos blanco, aperol, pamplemousse, lime, agave
Cucumber Gimlet - Cucumber infused vodka, simple syrup, lime","Rose
Sauvignon Blanc on draft
House Cab
House Pinot Grigio","Peroni, hazy bone, miller light","Margherita pizza $10
Dolce meatballs 2 balls $10
fritto misto $12
caprese $10
Stay here after SIPS and get 15% off dinner!",https://centercityphila.org/uploads/attachments/cl7z48n1v39witvqd17yuxunh-dolcepic.0.500.2000.2000.full.jpg
Double Knot,"120 S 13th St., Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#doubleknot,https://www.doubleknotphilly.com,39.94960154,-75.16189252,,,,,https://centercityphila.org/uploads/attachments/cl4r5g8k2025mtvqdw59b7qgf-double-knot.0.2190.5213.5213.full.jpg
Drinker's Pub,"1903 Chestnut St., Philadelphia, PA 19103",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#drinker-s-pub,http://www.drinkersrittenhouse.com,39.95207685,-75.1720761,Hornitos Paloma,"Pinot Grigio
Pinot Noir",1/2 price on all drafts,"$1 Tacos - Chicken, Beef, Bean, or Veggie Beef",https://centercityphila.org/uploads/attachments/clioz67ye7gezsaqdyewh10t9-drinkers-tavern.105.374.2794.2794.full.jpg
Drury Beer Garden (DBG),"1311 Sansom St, Philadelphia, PA 19107",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#drury-beer-garden-dbg,http://www.drurybeergarden.com,39.9499718,-75.1624278,,,,,https://centercityphila.org/uploads/attachments/cj3g7jera020n1jqd0izpwsm3-opa-and-drurybeergarden.66.11.978.978.full.jpg
Elephant,"1500 Locust Street, Philadelphia, PA 19102",https://centercityphila.org/explore-center-city/ccd-sips/sips-list-view#elephant,,39.94824265,-75.16654758,Elephant Espresso Martini with Hornitos Reposado,"House Red
House White 
House Rose","Miller Lite
Corona","$5 Single Smash Burger
$5 Flatbreads: Mushroom (maitake, shiitake, portabella, beschamel, thyme, white wine) 
Buffalo Chicken (buffalo sauce, garlic marinated shredded chicken, gorgonzola) 
Marghertia (Marinated Heirloom tomatoes, buffalo mozzerella, marinara)",https://centercityphila.org/uploads/attachments/clvqxiluj1x86djqdlmydsbvi-elephant.266.0.1067.1067.full.jpg
